time_stamp,d_id,alert
2021-06-09 09:30:14,3848173,0
2021-06-09 09:30:25,3848173,0
2021-06-09 09:33:56,3848173,0
2021-06-09 09:38:57,3848173,0
2021-06-09 09:43:56,3848173,0
2021-06-09 09:48:56,3848173,0
2021-06-09 09:53:56,3848173,0
2021-06-09 09:55:49,3848173,0
2021-06-09 09:56:37,3848173,0
2021-06-09 09:56:37,3848173,0
2021-06-09 09:56:38,3848173,0
